dimension,group,reason_code,count,group_candidates,candidate_share
side,SHORT,LOWER_TIMEFRAME_BULLISH_DIRECTIONAL_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,DAILY_TREND_CONFLICT,1,63,0.015873015873015872
side,SHORT,MIXED_MOMENTUM,1,63,0.015873015873015872
side,SHORT,MIXED_1H_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,SHORT_DIRECTION_NOT_CONFIRMED,1,63,0.015873015873015872
side,SHORT,BULLISH_DI_DOMINANCE_ON_1H_4H_AND_1D,1,63,0.015873015873015872
side,SHORT,WEAK_TREND_STRENGTH_ON_4H_AND_1D,1,63,0.015873015873015872
side,SHORT,MIXED_MOMENTUM_SIGNALS,1,63,0.015873015873015872
side,SHORT,HIGHER_TIMEFRAME_UPWARD_MOMENTUM,1,63,0.015873015873015872
side,SHORT,DAILY_TREND_NOT_SUPPORTIVE_OF_SHORT,1,63,0.015873015873015872
side,SHORT,DAILY_DIRECTIONAL_INDICATORS_FAVOR_UPSIDE,1,63,0.015873015873015872
side,SHORT,1H_DIRECTIONAL_INDICATORS_NEAR_NEUTRAL,1,63,0.015873015873015872
side,SHORT,4H_EMA_STRUCTURE_BULLISH,1,63,0.015873015873015872
side,SHORT,AMBIGUOUS_SHORT_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,MULTI_TIMEFRAME_BULLISH_DIRECTIONAL_CONFLICT,1,63,0.015873015873015872
side,SHORT,PRICE_ABOVE_SHORT_TERM_EMAS,1,63,0.015873015873015872
side,SHORT,PLUS_DI_EXCEEDS_MINUS_DI,1,63,0.015873015873015872
side,SHORT,POSITIVE_SQZMOMENTUM,1,63,0.015873015873015872
side,SHORT,WEAK_ADX_ON_1H_AND_4H,1,63,0.015873015873015872
side,SHORT,FOUR_HOUR_BEARISH_TREND,1,63,0.015873015873015872
side,SHORT,ONE_HOUR_BEARISH_DI,1,63,0.015873015873015872
side,SHORT,MULTI_TIMEFRAME_ADX_STRENGTH,1,63,0.015873015873015872
side,SHORT,AMBIGUOUS_1H_CONFIRMATION,1,63,0.015873015873015872
side,SHORT,1H_DIRECTIONAL_CONFIRMATION_INSUFFICIENT,1,63,0.015873015873015872
side,SHORT,SHORT_TERM_DIRECTIONAL_CONFLICT,1,63,0.015873015873015872
side,SHORT,1H_DI_NEUTRAL,1,63,0.015873015873015872
side,SHORT,1H_PLUS_DI_EXCEEDS_MINUS_DI,1,63,0.015873015873015872
side,SHORT,4H_PLUS_DI_EXCEEDS_MINUS_DI,1,63,0.015873015873015872
side,SHORT,POSITIVE_1H_SQZMOM,1,63,0.015873015873015872
side,SHORT,POSITIVE_4H_SQZMOM,1,63,0.015873015873015872
side,SHORT,1D_BEARISH_EMA_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,1D_MINUS_DI_DOMINANT,1,63,0.015873015873015872
side,SHORT,4H_MINUS_DI_DOMINANT,1,63,0.015873015873015872
side,SHORT,1H_STRONG_BEARISH_TREND,1,63,0.015873015873015872
side,SHORT,1H_BEARISH_EMA_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,1H_PLUS_DI_ABOVE_MINUS_DI,1,63,0.015873015873015872
side,SHORT,4H_PLUS_DI_ABOVE_MINUS_DI,1,63,0.015873015873015872
side,SHORT,4H_SQZMOM_POSITIVE,1,63,0.015873015873015872
side,SHORT,DAILY_DI_NEUTRAL,1,63,0.015873015873015872
side,SHORT,MULTI_TIMEFRAME_BULLISH_DI,1,63,0.015873015873015872
side,SHORT,PRICE_ABOVE_EMAS,1,63,0.015873015873015872
side,SHORT,AMBIGUOUS_SHORT_MOMENTUM,1,63,0.015873015873015872
side,SHORT,WEAK_1H_DIRECTIONAL_EDGE,1,63,0.015873015873015872
side,SHORT,1H_DIRECTION_CONFLICT,1,63,0.015873015873015872
side,SHORT,1H_MOMENTUM_CONFLICT,1,63,0.015873015873015872
side,SHORT,1H_BULLISH_TREND_CONFLICT,1,63,0.015873015873015872
side,SHORT,1H_PLUS_DI_DOMINANCE,1,63,0.015873015873015872
side,SHORT,4H_UPWARD_MOMENTUM,1,63,0.015873015873015872
side,SHORT,AMBIGUOUS_CONFIRMATION,1,63,0.015873015873015872
side,SHORT,WEAK_1H_TREND_ADX,1,63,0.015873015873015872
side,SHORT,PRICE_ABOVE_SHORT_TERM_AND_MEDIUM_TERM_EMAS,1,63,0.015873015873015872
side,SHORT,1H_BULLISH_DIRECTIONAL_BIAS,1,63,0.015873015873015872
side,SHORT,DAILY_PLUS_DI_EXCEEDS_MINUS_DI,1,63,0.015873015873015872
side,SHORT,HTF_BULLISH_TREND,1,63,0.015873015873015872
side,SHORT,CONFIRMATION_BULLISH_MOMENTUM,1,63,0.015873015873015872
side,SHORT,SETUP_4H_DIRECTION_AMBIGUOUS,1,63,0.015873015873015872
side,SHORT,MULTI_TIMEFRAME_BEARISH_TREND,1,63,0.015873015873015872
side,SHORT,STRONG_ADX,1,63,0.015873015873015872
side,SHORT,MINUS_DI_DOMINANT,1,63,0.015873015873015872
side,SHORT,PRICE_BELOW_EMAS,1,63,0.015873015873015872
side,SHORT,DAILY_BEARISH_TREND_CONFIRMED,1,63,0.015873015873015872
side,SHORT,4H_BEARISH_TREND_CONFIRMED,1,63,0.015873015873015872
side,SHORT,1H_BEARISH_CONFIRMATION,1,63,0.015873015873015872
side,SHORT,MULTI_TIMEFRAME_DI_MINUS_DI_PLUS,1,63,0.015873015873015872
side,SHORT,PRICE_BELOW_EMA_10_AND_EMA_55,1,63,0.015873015873015872
side,SHORT,CONFIRMATION_1H_BULLISH_DIRECTIONAL_STRENGTH,1,63,0.015873015873015872
side,SHORT,SETUP_4H_PLUS_DI_EXCEEDS_MINUS_DI,1,63,0.015873015873015872
side,SHORT,MULTI_TIMEFRAME_DIRECTIONAL_CONFLICT,1,63,0.015873015873015872
side,SHORT,LOWER_TIMEFRAME_BULLISH_DIRECTIONAL_SIGNALS,1,63,0.015873015873015872
side,SHORT,AMBIGUOUS_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,CONFIRMATION_1H_BULLISH_DIRECTIONAL_BIAS,1,63,0.015873015873015872
side,SHORT,SETUP_4H_DIRECTIONAL_SIGNALS_MIXED,1,63,0.015873015873015872
side,SHORT,CONFIRMATION_1H_CLOSE_ABOVE_EMAS,1,63,0.015873015873015872
side,SHORT,SETUP_4H_CLOSE_ABOVE_EMAS,1,63,0.015873015873015872
side,SHORT,FOUR_HOUR_BEARISH_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,ONE_HOUR_BEARISH_EMA_ALIGNMENT,1,63,0.015873015873015872
side,SHORT,DIRECTIONAL_INDICATORS_FAVOR_SHORT,1,63,0.015873015873015872
side,SHORT,1H_PRICE_BELOW_EMAS,1,63,0.015873015873015872
side,SHORT,DIRECTIONAL_DI_MINUS_ABOVE_PLUS_DI,1,63,0.015873015873015872
side,SHORT,ADX_TREND_STRENGTH,1,63,0.015873015873015872
side,SHORT,CONFLICTING_TREND_SIGNALS,1,63,0.015873015873015872
side,SHORT,BULLISH_4H_MOMENTUM,1,63,0.015873015873015872
side,SHORT,CONFIRMATION_1H_BULLISH_CONTRADICTION,1,63,0.015873015873015872
side,SHORT,SETUP_4H_WEAK_TREND,1,63,0.015873015873015872
side,SHORT,LOWER_TIMEFRAME_DIRECTIONAL_CONFLICT,1,63,0.015873015873015872
side,SHORT,MIXED_MULTITIMEFRAME_SIGNALS,1,63,0.015873015873015872
side,SHORT,1H_BULLISH_DIRECTIONAL_STRENGTH,1,63,0.015873015873015872
side,SHORT,PRICE_ABOVE_SHORT_AND_LONG_EMAS_ON_1H_4H,1,63,0.015873015873015872
side,SHORT,POSITIVE_SQZMOM_ON_1H_4H,1,63,0.015873015873015872
side,SHORT,CONFLICTING_TIMEFRAMES,1,63,0.015873015873015872
side,SHORT,CONFIRMATION_1H_MOMENTUM_POSITIVE,1,63,0.015873015873015872
side,SHORT,CONFIRMATION_1H_PRICE_ABOVE_EMA10,1,63,0.015873015873015872
side,SHORT,CONFLICTING_1H_SQZMOM,1,63,0.015873015873015872
side,SHORT,4H_BULLISH_DIRECTIONAL_BIAS,1,63,0.015873015873015872
side,SHORT,1H_DIRECTIONAL_SIGNALS_MIXED,1,63,0.015873015873015872
side,SHORT,DAILY_ADX_WEAK,1,63,0.015873015873015872
side,SHORT,TIMEFRAME_MOMENTUM_MIXED,1,63,0.015873015873015872
side,SHORT,4H_TREND_STRENGTH_WEAK,1,63,0.015873015873015872
side,SHORT,PRICE_ABOVE_SHORT_AND_LONG_EMAS,1,63,0.015873015873015872
side_decision,LONG_REJECT,NEGATIVE_MOMENTUM,4,18,0.2222222222222222
side_decision,LONG_REJECT,MULTI_TIMEFRAME_CONFLICT,3,18,0.16666666666666666
side_decision,LONG_REJECT,CONFIRMATION_1H_BEARISH_TREND,3,18,0.16666666666666666
side_decision,LONG_REJECT,CONFIRMATION_1H_NEGATIVE_MOMENTUM,2,18,0.1111111111111111
side_decision,LONG_REJECT,SETUP_4H_NEGATIVE_MOMENTUM,2,18,0.1111111111111111
side_decision,LONG_REJECT,BEARISH_4H_TREND,2,18,0.1111111111111111
side_decision,LONG_REJECT,LONG_COUNTERTREND,2,18,0.1111111111111111
side_decision,LONG_REJECT,NEGATIVE_SQZMOM_1H,2,18,0.1111111111111111
side_decision,LONG_REJECT,SETUP_4H_BEARISH_TREND,2,18,0.1111111111111111
side_decision,LONG_REJECT,MULTI_TIMEFRAME_MOMENTUM_NEGATIVE,2,18,0.1111111111111111
side_decision,LONG_REJECT,NEGATIVE_1H_SQZMOM,2,18,0.1111111111111111
side_decision,LONG_REJECT,CONFIRMATION_1H_BEARISH_DIRECTIONAL,1,18,0.05555555555555555
side_decision,LONG_REJECT,SETUP_4H_BEARISH_DIRECTIONAL,1,18,0.05555555555555555
side_decision,LONG_REJECT,TIMEFRAME_CONFLICT,1,18,0.05555555555555555
side_decision,LONG_REJECT,BEARISH_1H_TREND,1,18,0.05555555555555555
side_decision,LONG_REJECT,BEARISH_1D_TREND,1,18,0.05555555555555555
side_decision,LONG_REJECT,BEARISH_DIRECTIONAL_INDICATORS,1,18,0.05555555555555555
side_decision,LONG_REJECT,CONFIRMATION_1H_EMA10_BELOW_EMA55,1,18,0.05555555555555555
side_decision,LONG_REJECT,CONFIRMATION_1H_ADX_BELOW_20,1,18,0.05555555555555555
side_decision,LONG_REJECT,CONFIRMATION_1H_SQZMOM_NEGATIVE,1,18,0.05555555555555555
side_decision,LONG_REJECT,SETUP_4H_MINUS_DI_ABOVE_PLUS_DI,1,18,0.05555555555555555
side_decision,LONG_REJECT,SETUP_4H_SQZMOM_NEGATIVE,1,18,0.05555555555555555
side_decision,LONG_REJECT,CONFIRMATION_1H_BEARISH_EMA_ALIGNMENT,1,18,0.05555555555555555
side_decision,LONG_REJECT,CONFIRMATION_1H_MINUS_DI_EXCEEDS_PLUS_DI,1,18,0.05555555555555555
side_decision,LONG_REJECT,NEGATIVE_SQZMOM_ON_1H_AND_4H,1,18,0.05555555555555555
side_decision,LONG_REJECT,SETUP_4H_WEAK_DIRECTIONAL_CONFIRMATION,1,18,0.05555555555555555
side_decision,LONG_REJECT,HIGHER_TIMEFRAME_BEARISH_TREND,1,18,0.05555555555555555
side_decision,LONG_REJECT,4H_BEARISH_DIRECTIONAL_STRENGTH,1,18,0.05555555555555555
side_decision,LONG_REJECT,DAILY_BEARISH_DIRECTIONAL_STRENGTH,1,18,0.05555555555555555
side_decision,LONG_REJECT,CONFIRMATION_1H_BEARISH_ALIGNMENT,1,18,0.05555555555555555
side_decision,LONG_REJECT,NEGATIVE_SQZMOM_4H,1,18,0.05555555555555555
side_decision,LONG_REJECT,LONG_CONFLICTS_WITH_LOWER_TIMEFRAME_DIRECTION,1,18,0.05555555555555555
side_decision,LONG_REJECT,HIGHER_TIMEFRAME_BEARISH,1,18,0.05555555555555555
side_decision,LONG_REJECT,SETUP_4H_MINUS_DI_DOMINANT,1,18,0.05555555555555555
side_decision,LONG_REJECT,SETUP_4H_NEGATIVE_SQZMOM,1,18,0.05555555555555555
side_decision,LONG_REJECT,TREND_1D_MINUS_DI_DOMINANT,1,18,0.05555555555555555
side_decision,LONG_REJECT,CONFIRMATION_1H_NEGATIVE_SQZMOM,1,18,0.05555555555555555
side_decision,LONG_REJECT,WEAK_ADX_1H,1,18,0.05555555555555555
side_decision,LONG_REJECT,WEAK_ADX_4H,1,18,0.05555555555555555
side_decision,LONG_REJECT,WEAK_ADX_1D,1,18,0.05555555555555555
side_decision,LONG_REJECT,MIXED_MOMENTUM,1,18,0.05555555555555555
side_decision,LONG_REJECT,WEAK_1H_TREND,1,18,0.05555555555555555
side_decision,LONG_REJECT,BEARISH_1H_EMA_ALIGNMENT,1,18,0.05555555555555555
side_decision,LONG_REJECT,WEAK_4H_TREND,1,18,0.05555555555555555
side_decision,LONG_REJECT,NEGATIVE_4H_SQZMOM,1,18,0.05555555555555555
side_decision,LONG_REJECT,LOWER_TIMEFRAME_BEARISH_DIRECTION,1,18,0.05555555555555555
side_decision,LONG_REJECT,PRICE_BELOW_EMAS,1,18,0.05555555555555555
side_decision,LONG_REJECT,DI_MINUS_EXCEEDS_DI_PLUS,1,18,0.05555555555555555
side_decision,LONG_REJECT,CONFLICTING_1H_MOMENTUM,1,18,0.05555555555555555
side_decision,LONG_REJECT,WEAK_1H_ADX,1,18,0.05555555555555555
side_decision,LONG_REJECT,BEARISH_1H_CONFIRMATION_CANDLE,1,18,0.05555555555555555
side_decision,LONG_REJECT,1H_BEARISH_TREND,1,18,0.05555555555555555
side_decision,LONG_REJECT,4H_BEARISH_TREND,1,18,0.05555555555555555
side_decision,LONG_REJECT,DAILY_DI_BEARISH,1,18,0.05555555555555555
side_decision,LONG_REJECT,4H_EMA_TREND_BEARISH,1,18,0.05555555555555555
side_decision,SHORT_APPROVE,DAILY_BEARISH_TREND,4,8,0.5
side_decision,SHORT_APPROVE,4H_BEARISH_TREND,2,8,0.25
side_decision,SHORT_APPROVE,1H_MINUS_DI_DOMINANT,1,8,0.125
side_decision,SHORT_APPROVE,MULTI_TIMEFRAME_ADX_SUPPORT,1,8,0.125
side_decision,SHORT_APPROVE,1H_BEARISH_DI_AND_EMA_ALIGNMENT,1,8,0.125
side_decision,SHORT_APPROVE,4H_BEARISH_EMA_ALIGNMENT_AND_NEGATIVE_MOMENTUM,1,8,0.125
side_decision,SHORT_APPROVE,1D_BEARISH_DI_AND_EMA_ALIGNMENT,1,8,0.125
side_decision,SHORT_APPROVE,MULTI_TIMEFRAME_PRICE_BELOW_EMAS,1,8,0.125
side_decision,SHORT_APPROVE,FOUR_HOUR_BEARISH_TREND,1,8,0.125
side_decision,SHORT_APPROVE,ONE_HOUR_BEARISH_DI,1,8,0.125
side_decision,SHORT_APPROVE,MULTI_TIMEFRAME_ADX_STRENGTH,1,8,0.125
side_decision,SHORT_APPROVE,1D_BEARISH_EMA_ALIGNMENT,1,8,0.125
side_decision,SHORT_APPROVE,1D_MINUS_DI_DOMINANT,1,8,0.125
side_decision,SHORT_APPROVE,4H_MINUS_DI_DOMINANT,1,8,0.125
side_decision,SHORT_APPROVE,1H_STRONG_BEARISH_TREND,1,8,0.125
side_decision,SHORT_APPROVE,1H_BEARISH_EMA_ALIGNMENT,1,8,0.125
side_decision,SHORT_APPROVE,MULTI_TIMEFRAME_BEARISH_TREND,1,8,0.125
side_decision,SHORT_APPROVE,STRONG_ADX,1,8,0.125
side_decision,SHORT_APPROVE,MINUS_DI_DOMINANT,1,8,0.125
side_decision,SHORT_APPROVE,PRICE_BELOW_EMAS,1,8,0.125
side_decision,SHORT_APPROVE,DAILY_BEARISH_TREND_CONFIRMED,1,8,0.125
side_decision,SHORT_APPROVE,4H_BEARISH_TREND_CONFIRMED,1,8,0.125
side_decision,SHORT_APPROVE,1H_BEARISH_CONFIRMATION,1,8,0.125
side_decision,SHORT_APPROVE,MULTI_TIMEFRAME_DI_MINUS_DI_PLUS,1,8,0.125
side_decision,SHORT_APPROVE,PRICE_BELOW_EMA_10_AND_EMA_55,1,8,0.125
side_decision,SHORT_APPROVE,FOUR_HOUR_BEARISH_ALIGNMENT,1,8,0.125
side_decision,SHORT_APPROVE,ONE_HOUR_BEARISH_EMA_ALIGNMENT,1,8,0.125
side_decision,SHORT_APPROVE,DIRECTIONAL_INDICATORS_FAVOR_SHORT,1,8,0.125
side_decision,SHORT_APPROVE,1H_PRICE_BELOW_EMAS,1,8,0.125
side_decision,SHORT_APPROVE,DIRECTIONAL_DI_MINUS_ABOVE_PLUS_DI,1,8,0.125
side_decision,SHORT_APPROVE,ADX_TREND_STRENGTH,1,8,0.125
side_decision,SHORT_REJECT,MULTI_TIMEFRAME_CONFLICT,10,55,0.18181818181818182
side_decision,SHORT_REJECT,WEAK_4H_TREND,4,55,0.07272727272727272
side_decision,SHORT_REJECT,LOW_1H_ADX,4,55,0.07272727272727272
side_decision,SHORT_REJECT,WEAK_TREND_STRENGTH,3,55,0.05454545454545454
side_decision,SHORT_REJECT,CONFIRMATION_1H_BULLISH_DI,3,55,0.05454545454545454
side_decision,SHORT_REJECT,SETUP_4H_BULLISH_DI,3,55,0.05454545454545454
side_decision,SHORT_REJECT,SHORT_COUNTERTREND,3,55,0.05454545454545454
side_decision,SHORT_REJECT,TIMEFRAME_CONFLICT,3,55,0.05454545454545454
side_decision,SHORT_REJECT,WEAK_1H_TREND,3,55,0.05454545454545454
side_decision,SHORT_REJECT,LOW_4H_ADX,3,55,0.05454545454545454
side_decision,SHORT_REJECT,MULTI_TIMEFRAME_SIGNAL_CONFLICT,3,55,0.05454545454545454
side_decision,SHORT_REJECT,CONFIRMATION_1H_POSITIVE_SQZMOM,2,55,0.03636363636363636
side_decision,SHORT_REJECT,POSITIVE_MOMENTUM,2,55,0.03636363636363636
side_decision,SHORT_REJECT,CONFIRMATION_1H_BULLISH,2,55,0.03636363636363636
side_decision,SHORT_REJECT,WEAK_1H_TREND_STRENGTH,2,55,0.03636363636363636
side_decision,SHORT_REJECT,WEAK_1H_ADX,2,55,0.03636363636363636
side_decision,SHORT_REJECT,1H_BULLISH_DIRECTIONAL_ALIGNMENT,2,55,0.03636363636363636
side_decision,SHORT_REJECT,4H_BULLISH_DIRECTIONAL_ALIGNMENT,2,55,0.03636363636363636
side_decision,SHORT_REJECT,POSITIVE_MOMENTUM_1H_4H,2,55,0.03636363636363636
side_decision,SHORT_REJECT,MULTI_TIMEFRAME_BULLISH_DIRECTIONAL_SIGNALS,2,55,0.03636363636363636
side_decision,SHORT_REJECT,HIGHER_TIMEFRAME_CONFLICT,2,55,0.03636363636363636
side_decision,SHORT_REJECT,1H_SQZMOM_POSITIVE,2,55,0.03636363636363636
side_decision,SHORT_REJECT,HIGHER_TIMEFRAME_BULLISH,2,55,0.03636363636363636
side_decision,SHORT_REJECT,4H_BULLISH_DIRECTIONAL_STRENGTH,2,55,0.03636363636363636
side_decision,SHORT_REJECT,COUNTERTREND_SHORT,2,55,0.03636363636363636
side_decision,SHORT_REJECT,DAILY_TREND_WEAK,2,55,0.03636363636363636
side_decision,SHORT_REJECT,BULLISH_1H_DIRECTIONAL_STRENGTH,2,55,0.03636363636363636
side_decision,SHORT_REJECT,BULLISH_4H_DIRECTIONAL_STRENGTH,2,55,0.03636363636363636
side_decision,SHORT_REJECT,LOW_TIMEFRAME_BULLISH_ALIGNMENT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFLICTING_MULTITIMEFRAME_SIGNALS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,BULLISH_1H_DIRECTIONAL_ALIGNMENT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,BULLISH_4H_DIRECTIONAL_ALIGNMENT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,SHORT_COUNTERTREND_CONFLICT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,SETUP_4H_POSITIVE_SQZMOM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,DAILY_PLUS_DI_DOMINANT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,HIGHER_TIMEFRAME_BULLISH_CONFIRMATION,1,55,0.01818181818181818
side_decision,SHORT_REJECT,SETUP_4H_CLOSE_ABOVE_EMA55,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFIRMATION_1H_MIXED_MOMENTUM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_BULLISH_TREND,1,55,0.01818181818181818
side_decision,SHORT_REJECT,4H_BULLISH_TREND,1,55,0.01818181818181818
side_decision,SHORT_REJECT,SHORT_COUNTERTREND_ON_CONFIRMATION_TIMEFRAME,1,55,0.01818181818181818
side_decision,SHORT_REJECT,HIGHER_TIMEFRAME_BULLISH_DIRECTION,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFLICTING_TIMEFRAME_SIGNALS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_DIRECTIONAL_CONFLICT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_POSITIVE_MOMENTUM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,AMBIGUOUS_MULTI_TIMEFRAME_ALIGNMENT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,POSITIVE_4H_SQZMOMENTUM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_EMA_BULLISH,1,55,0.01818181818181818
side_decision,SHORT_REJECT,4H_DIRECTIONAL_BULLISH,1,55,0.01818181818181818
side_decision,SHORT_REJECT,4H_ADX_WEAK,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFIRMATION_1H_MOMENTUM_CONFLICTS_WITH_SHORT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,MULTI_TIMEFRAME_TREND_ALIGNMENT_AMBIGUOUS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,4H_BULLISH_DIRECTIONAL_SIGNAL,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_WEAK_TREND,1,55,0.01818181818181818
side_decision,SHORT_REJECT,4H_BULLISH_MOMENTUM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,LOWER_TIMEFRAME_BULLISH_DIRECTIONAL_ALIGNMENT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,DAILY_TREND_CONFLICT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,MIXED_MOMENTUM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,MIXED_1H_ALIGNMENT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,SHORT_DIRECTION_NOT_CONFIRMED,1,55,0.01818181818181818
side_decision,SHORT_REJECT,BULLISH_DI_DOMINANCE_ON_1H_4H_AND_1D,1,55,0.01818181818181818
side_decision,SHORT_REJECT,WEAK_TREND_STRENGTH_ON_4H_AND_1D,1,55,0.01818181818181818
side_decision,SHORT_REJECT,MIXED_MOMENTUM_SIGNALS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,HIGHER_TIMEFRAME_UPWARD_MOMENTUM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,DAILY_TREND_NOT_SUPPORTIVE_OF_SHORT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,DAILY_DIRECTIONAL_INDICATORS_FAVOR_UPSIDE,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_DIRECTIONAL_INDICATORS_NEAR_NEUTRAL,1,55,0.01818181818181818
side_decision,SHORT_REJECT,4H_EMA_STRUCTURE_BULLISH,1,55,0.01818181818181818
side_decision,SHORT_REJECT,AMBIGUOUS_SHORT_ALIGNMENT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,MULTI_TIMEFRAME_BULLISH_DIRECTIONAL_CONFLICT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,PRICE_ABOVE_SHORT_TERM_EMAS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,PLUS_DI_EXCEEDS_MINUS_DI,1,55,0.01818181818181818
side_decision,SHORT_REJECT,POSITIVE_SQZMOMENTUM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,WEAK_ADX_ON_1H_AND_4H,1,55,0.01818181818181818
side_decision,SHORT_REJECT,AMBIGUOUS_1H_CONFIRMATION,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_DIRECTIONAL_CONFIRMATION_INSUFFICIENT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,SHORT_TERM_DIRECTIONAL_CONFLICT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_DI_NEUTRAL,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_PLUS_DI_EXCEEDS_MINUS_DI,1,55,0.01818181818181818
side_decision,SHORT_REJECT,4H_PLUS_DI_EXCEEDS_MINUS_DI,1,55,0.01818181818181818
side_decision,SHORT_REJECT,POSITIVE_1H_SQZMOM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,POSITIVE_4H_SQZMOM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_PLUS_DI_ABOVE_MINUS_DI,1,55,0.01818181818181818
side_decision,SHORT_REJECT,4H_PLUS_DI_ABOVE_MINUS_DI,1,55,0.01818181818181818
side_decision,SHORT_REJECT,4H_SQZMOM_POSITIVE,1,55,0.01818181818181818
side_decision,SHORT_REJECT,DAILY_DI_NEUTRAL,1,55,0.01818181818181818
side_decision,SHORT_REJECT,MULTI_TIMEFRAME_BULLISH_DI,1,55,0.01818181818181818
side_decision,SHORT_REJECT,PRICE_ABOVE_EMAS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,AMBIGUOUS_SHORT_MOMENTUM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,WEAK_1H_DIRECTIONAL_EDGE,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_DIRECTION_CONFLICT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_MOMENTUM_CONFLICT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_BULLISH_TREND_CONFLICT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_PLUS_DI_DOMINANCE,1,55,0.01818181818181818
side_decision,SHORT_REJECT,4H_UPWARD_MOMENTUM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,AMBIGUOUS_CONFIRMATION,1,55,0.01818181818181818
side_decision,SHORT_REJECT,WEAK_1H_TREND_ADX,1,55,0.01818181818181818
side_decision,SHORT_REJECT,PRICE_ABOVE_SHORT_TERM_AND_MEDIUM_TERM_EMAS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,1H_BULLISH_DIRECTIONAL_BIAS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,DAILY_PLUS_DI_EXCEEDS_MINUS_DI,1,55,0.01818181818181818
side_decision,SHORT_REJECT,HTF_BULLISH_TREND,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFIRMATION_BULLISH_MOMENTUM,1,55,0.01818181818181818
side_decision,SHORT_REJECT,SETUP_4H_DIRECTION_AMBIGUOUS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFIRMATION_1H_BULLISH_DIRECTIONAL_STRENGTH,1,55,0.01818181818181818
side_decision,SHORT_REJECT,SETUP_4H_PLUS_DI_EXCEEDS_MINUS_DI,1,55,0.01818181818181818
side_decision,SHORT_REJECT,MULTI_TIMEFRAME_DIRECTIONAL_CONFLICT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,LOWER_TIMEFRAME_BULLISH_DIRECTIONAL_SIGNALS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,AMBIGUOUS_ALIGNMENT,1,55,0.01818181818181818
side_decision,SHORT_REJECT,CONFIRMATION_1H_BULLISH_DIRECTIONAL_BIAS,1,55,0.01818181818181818
side_decision,SHORT_REJECT,SETUP_4H_DIRECTIONAL_SIGNALS_MIXED,1,55,0.01818181818181818
